period,city,channel,category,segment,manufacturer,brand,item_name,pack_size,packaging,unit_price,sales_volume,sales_value,quarter
2021-12-01,Bouake,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN  VERMICELLI    200G SACHET,200G,SACHET,107.89285714285714,6623.553999999999,2669773.1617912,2021Q4
2021-12-01,Bouake,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN  VERMICELLI   SUPERIOR QUALITY FOOD PASTA 4540G BAG,4540G,BAG,2109.0,1728.1159999999998,588277.5576128,2021Q4
2021-12-01,Bouake,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN 1.1 SPAGHETTI    200G SACHET,200G,SACHET,113.99999999999999,3679.678,1536941.3674274,2021Q4
2021-12-01,Bouake,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN 1.5 SPAGHETTI    200G SACHET,200G,SACHET,112.10000000000002,7765.332999999999,3223602.0229148003,2021Q4
2021-12-01,Bouake,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN 1.5 SPAGHETTI    500G SACHET,500G,SACHET,285.0,634.4329999999999,264989.8935816,2021Q4
2021-12-01,Bouake,Groceries,PASTA,DRY PASTA,DOUBA,DOUBA,DOUBA      500G SACHET,500G,SACHET,285.0,3646.6119999999996,1523116.2222830001,2021Q4
2021-12-01,Bouake,Groceries,PASTA,DRY PASTA,PANZANI,PANZANI,PANZANI GOLD SPAGHETTI   QUALITY 250G SACHET,250G,SACHET,199.49999999999997,249.498,145857.811251,2021Q4
2021-12-01,Bouake,Groceries,PASTA,DRY PASTA,PASTA DOUBA,PASTA DOUBA,PASTA DOUBA  SPAGHETTI    500G SACHET,500G,SACHET,256.5,3172.833,1261251.4683356,2021Q4
2021-12-01,Bouake,Open_Market,PASTA,DRY PASTA,CAPRA,ALYSSA,ALYSSA  SPAGHETTI    200G SACHET,200G,SACHET,113.99999999999999,9067.766,3787499.7902336,2021Q4
2021-12-01,Bouake,Open_Market,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN  COQUILLETTES    200G SACHET,200G,SACHET,109.25000000000001,6022.353999999999,2467129.9235400003,2021Q4
2021-12-01,Bouake,Open_Market,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN  VERMICELLI    200G SACHET,200G,SACHET,110.43749999999999,5713.738,2249441.98911,2021Q4
2021-12-01,Bouake,Open_Market,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN 1.1 SPAGHETTI    200G SACHET,200G,SACHET,113.99999999999999,6331.303999999999,2644505.27752,2021Q4
2021-12-01,Bouake,Open_Market,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN 1.5 SPAGHETTI    200G SACHET,200G,SACHET,113.99999999999999,4632.58,1935003.8616000002,2021Q4
2021-12-01,Bouake,Open_Market,PASTA,DRY PASTA,DOUBA,DOUBA,DOUBA      500G SACHET,500G,SACHET,285.0,10270.5,4289902.8496764,2021Q4
2022-01-01,Abidjan,Boutique,PASTA,DRY PASTA,CAPRA,ALYSSA,ALYSSA  SPAGHETTI    200G SACHET,200G,SACHET,107.66666666666667,56537.348999999995,22624670.070466,2022Q1
2022-01-01,Abidjan,Boutique,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN  COQUILLETTES    200G SACHET,200G,SACHET,113.99999999999999,17434.632999999998,7282260.7644408,2022Q1
2022-01-01,Abidjan,Boutique,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN  MACARONI    200G SACHET,200G,SACHET,113.99999999999999,22026.298,9200108.064733401,2022Q1
2022-01-01,Abidjan,Boutique,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN  SPAGHETTI    200G SACHET,200G,SACHET,113.99999999999999,94426.81,39440946.6520238,2022Q1
2022-01-01,Abidjan,Boutique,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN  VERMICELLI    200G SACHET,200G,SACHET,113.16176470588236,73864.434,30852326.139691003,2022Q1
2022-01-01,Abidjan,Boutique,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN 1.1 SPAGHETTI    200G SACHET,200G,SACHET,112.41666666666664,36732.485,15342778.409316203,2022Q1
2022-01-01,Abidjan,Boutique,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN 1.5 SPAGHETTI    200G SACHET,200G,SACHET,113.25,219730.08299999998,91240195.55417381,2022Q1
2022-01-01,Abidjan,Groceries,PASTA,DRY PASTA,CAPRA,ALYSSA,ALYSSA  SPAGHETTI    200G SACHET,200G,SACHET,95.67857142857144,25958.814,9504096.7500766,2022Q1
2022-01-01,Abidjan,Groceries,PASTA,DRY PASTA,CAPRA,BLE D'OR,BLE D'OR      200G SACHET,200G,SACHET,99.74999999999999,97412.26899999999,35601967.3913818,2022Q1
2022-01-01,Abidjan,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN     SUPERIOR QUALITY FOOD PASTA 200G SACHET,200G,SACHET,109.25000000000001,9375.881,3607991.0659668003,2022Q1
2022-01-01,Abidjan,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN  COQUILLETTES    200G SACHET,200G,SACHET,113.99999999999999,4630.075,1933931.5612596003,2022Q1
2022-01-01,Abidjan,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN  MACARONI    200G SACHET,200G,SACHET,113.99999999999999,41092.02,17163642.593972,2022Q1
2022-01-01,Abidjan,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN  SPAGHETTI    200G SACHET,200G,SACHET,113.99999999999999,56139.721999999994,23448920.1785288,2022Q1
2022-01-01,Abidjan,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN  SPAGHETTI    450G SACHET,450G,SACHET,285.0,19677.777,8219209.131865601,2022Q1
2022-01-01,Abidjan,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN  SPAGHETTI    475G SACHET,475G,SACHET,113.99999999999999,0.0,0.0,2022Q1
2022-01-01,Abidjan,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN  SPAGHETTI    500G SACHET,500G,SACHET,285.0,1736.299,725224.3372162001,2022Q1
2022-01-01,Abidjan,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN  VERMICELLI    200G SACHET,200G,SACHET,113.99999999999999,44680.18199999999,18662439.5584822,2022Q1
2022-01-01,Abidjan,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN  VERMICELLI    500G SACHET,500G,SACHET,313.5,578.822,265915.5919402,2022Q1
2022-01-01,Abidjan,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN 1.1 SPAGHETTI    200G SACHET,200G,SACHET,113.99999999999999,33799.630999999994,14117700.3888246,2022Q1
2022-01-01,Abidjan,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN 1.5 SPAGHETTI    200G SACHET,200G,SACHET,113.99999999999999,34146.990999999995,14262745.266033402,2022Q1
2022-01-01,Abidjan,Open_Market,PASTA,DRY PASTA,CAPRA,ALYSSA,ALYSSA  SPAGHETTI    200G SACHET,200G,SACHET,102.12500000000001,12844.471000000001,5291047.260233601,2022Q1
2022-01-01,Abidjan,Open_Market,PASTA,DRY PASTA,CAPRA,BLE D'OR,BLE D'OR      200G SACHET,200G,SACHET,92.62499999999999,15522.817,4891701.4389444,2022Q1
2022-01-01,Abidjan,Open_Market,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN     SUPERIOR QUALITY FOOD PASTA 200G SACHET,200G,SACHET,113.99999999999999,9633.896,4023960.0746024,2022Q1
2022-01-01,Abidjan,Open_Market,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN  COQUILLETTES    200G SACHET,200G,SACHET,111.14999999999999,25014.262,10377581.261180801,2022Q1
2022-01-01,Abidjan,Open_Market,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN  SPAGHETTI    200G SACHET,200G,SACHET,113.99999999999999,9633.896,4023960.0815778007,2022Q1
2022-01-01,Abidjan,Open_Market,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN  VERMICELLI    200G SACHET,200G,SACHET,110.83333333333336,126508.17799999999,52117342.59266101,2022Q1
2022-01-01,Abidjan,Open_Market,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN 1.1 SPAGHETTI    200G SACHET,200G,SACHET,112.41666666666664,77662.682,32438765.9011482,2022Q1
2022-01-01,Abidjan,Open_Market,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN 1.5 SPAGHETTI    200G SACHET,200G,SACHET,113.99999999999999,185409.579,77443582.5789584,2022Q1
2022-01-01,Abidjan,Open_Market,PASTA,DRY PASTA,GOYMEN FOODS,PASTA AROMA,PASTA AROMA      200G SACHET,200G,SACHET,92.62499999999999,0.0,0.0,2022Q1
2022-01-01,Abidjan,Open_Market,PASTA,DRY PASTA,GOYMEN FOODS,PASTA MONDO,PASTA MONDO  SPAGHETTI    200G SACHET,200G,SACHET,71.25,3951.22,1031473.3242,2022Q1
2022-01-01,Bouake,Boutique,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN     SUPERIOR QUALITY FOOD PASTA 200G SACHET,200G,SACHET,113.99999999999999,1285.3990000000001,536921.475055,2022Q1
2022-01-01,Bouake,Boutique,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN  SPAGHETTI    4540G BAG,4540G,BAG,2109.0,3890.5989999999997,1324406.3074608,2022Q1
2022-01-01,Bouake,Boutique,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN  VERMICELLI    200G SACHET,200G,SACHET,105.44999999999999,11055.066,4572781.240262801,2022Q1
2022-01-01,Bouake,Boutique,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN 1.1 SPAGHETTI    200G SACHET,200G,SACHET,113.99999999999999,12426.302999999998,5190240.9418076,2022Q1
2022-01-01,Bouake,Boutique,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN 1.5 SPAGHETTI    200G SACHET,200G,SACHET,113.99999999999999,14482.740999999998,6049315.308871001,2022Q1
2022-01-01,Bouake,Boutique,PASTA,DRY PASTA,DOUBA,DOUBA,DOUBA      500G SACHET,500G,SACHET,285.0,8665.463,3619500.183,2022Q1
2022-01-01,Bouake,Groceries,PASTA,DRY PASTA,CAPRA,BLE D'OR,BLE D'OR  SPAGHETTI    200G SACHET,200G,SACHET,113.99999999999999,399.13,166706.47968000002,2022Q1
2022-01-01,Bouake,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN     SUPERIOR QUALITY FOOD PASTA 200G SACHET,200G,SACHET,113.99999999999999,791.246,330549.6901926,2022Q1
2022-01-01,Bouake,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN  COQUILLETTES    200G SACHET,200G,SACHET,111.14999999999999,387.44,155604.5097694,2022Q1
2022-01-01,Bouake,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN  SPAGHETTI    200G SACHET,200G,SACHET,113.99999999999999,1936.365,808791.7985656,2022Q1
2022-01-01,Bouake,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN  SPAGHETTI    4540G BAG,4540G,BAG,2013.9999999999995,4204.392,1343297.6786498001,2022Q1
2022-01-01,Bouake,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN  VERMICELLI    200G SACHET,200G,SACHET,110.19999999999996,6499.306,2650551.3868304,2022Q1
2022-01-01,Bouake,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN  VERMICELLI   SUPERIOR QUALITY FOOD PASTA 4540G BAG,4540G,BAG,2109.0,1146.622,390329.95635500003,2022Q1
2022-01-01,Bouake,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN 1.1 SPAGHETTI    200G SACHET,200G,SACHET,113.99999999999999,3115.051,1301099.842891,2022Q1
2022-01-01,Bouake,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN 1.5 SPAGHETTI    200G SACHET,200G,SACHET,112.10000000000002,7240.452,3010112.0655652,2022Q1
2022-01-01,Bouake,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN 1.5 SPAGHETTI    500G SACHET,500G,SACHET,285.0,84.16799999999999,35164.860807200006,2022Q1
2022-01-01,Bouake,Groceries,PASTA,DRY PASTA,DOUBA,DOUBA,DOUBA      500G SACHET,500G,SACHET,285.0,3646.6119999999996,1523143.9215964002,2022Q1
2022-01-01,Bouake,Groceries,PASTA,DRY PASTA,PANZANI,PANZANI,PANZANI GOLD SPAGHETTI   QUALITY 250G SACHET,250G,SACHET,199.49999999999997,207.915,121556.80810000001,2022Q1
2022-01-01,Bouake,Groceries,PASTA,DRY PASTA,PASTA DOUBA,PASTA DOUBA,PASTA DOUBA  SPAGHETTI    500G SACHET,500G,SACHET,227.99999999999997,3172.833,1060201.6765096001,2022Q1
2022-01-01,Bouake,Open_Market,PASTA,DRY PASTA,CAPRA,ALYSSA,ALYSSA  SPAGHETTI    200G SACHET,200G,SACHET,113.99999999999999,0.0,0.0,2022Q1
2022-01-01,Bouake,Open_Market,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN  COQUILLETTES    200G SACHET,200G,SACHET,109.25000000000001,2679.348,1108354.6763136,2022Q1
2022-01-01,Bouake,Open_Market,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN  VERMICELLI    200G SACHET,200G,SACHET,110.43749999999999,7007.487,2797788.4857758004,2022Q1
2022-01-01,Bouake,Open_Market,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN 1.1 SPAGHETTI    200G SACHET,200G,SACHET,113.99999999999999,6183.008,2582573.9933088003,2022Q1
2022-01-01,Bouake,Open_Market,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN 1.5 SPAGHETTI    200G SACHET,200G,SACHET,113.99999999999999,5976.929999999999,2496488.1893466003,2022Q1
2022-01-01,Bouake,Open_Market,PASTA,DRY PASTA,DOUBA,DOUBA,DOUBA      500G SACHET,500G,SACHET,285.0,10270.5,4289902.8496764,2022Q1
2022-02-01,Abidjan,Boutique,PASTA,DRY PASTA,CAPRA,ALYSSA,ALYSSA  SPAGHETTI    200G SACHET,200G,SACHET,111.96428571428568,56537.348999999995,23614975.490668003,2022Q1
2022-02-01,Abidjan,Boutique,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN  COQUILLETTES    200G SACHET,200G,SACHET,113.99999999999999,10636.563999999998,4442764.1857402,2022Q1
2022-02-01,Abidjan,Boutique,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN  MACARONI    200G SACHET,200G,SACHET,113.99999999999999,29975.664999999997,12520517.2348692,2022Q1
2022-02-01,Abidjan,Boutique,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN  SPAGHETTI    200G SACHET,200G,SACHET,113.99999999999999,116778.591,48777201.125013806,2022Q1
2022-02-01,Abidjan,Boutique,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN  VERMICELLI    200G SACHET,200G,SACHET,113.99999999999999,77431.053,32342080.495583404,2022Q1
2022-02-01,Abidjan,Boutique,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN 1.1 SPAGHETTI    200G SACHET,200G,SACHET,112.41666666666664,30719.649999999998,12831200.030232001,2022Q1
2022-02-01,Abidjan,Boutique,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN 1.5 SPAGHETTI    200G SACHET,200G,SACHET,113.99999999999999,198672.71899999998,82983378.4695034,2022Q1
2022-02-01,Abidjan,Groceries,PASTA,DRY PASTA,CAPRA,ALYSSA,ALYSSA  SPAGHETTI    200G SACHET,200G,SACHET,99.74999999999999,24555.012,9525460.907541001,2022Q1
2022-02-01,Abidjan,Groceries,PASTA,DRY PASTA,CAPRA,BLE D'OR,BLE D'OR      200G SACHET,200G,SACHET,99.74999999999999,97409.764,35601078.962585405,2022Q1
2022-02-01,Abidjan,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN     SUPERIOR QUALITY FOOD PASTA 200G SACHET,200G,SACHET,113.99999999999999,10711.714,4474160.649476001,2022Q1
2022-02-01,Abidjan,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN  MACARONI    200G SACHET,200G,SACHET,113.99999999999999,27758.239,11594330.277400801,2022Q1
2022-02-01,Abidjan,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN  SPAGHETTI    200G SACHET,200G,SACHET,113.99999999999999,51139.742,21360508.8907498,2022Q1
2022-02-01,Abidjan,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN  SPAGHETTI    450G SACHET,450G,SACHET,285.0,30234.681999999997,12628679.2451278,2022Q1
2022-02-01,Abidjan,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN  SPAGHETTI    475G SACHET,475G,SACHET,113.99999999999999,0.0,0.0,2022Q1
2022-02-01,Abidjan,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN  SPAGHETTI    500G SACHET,500G,SACHET,285.0,2303.598,962185.0856088001,2022Q1
2022-02-01,Abidjan,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN  VERMICELLI    200G SACHET,200G,SACHET,113.99999999999999,54940.662,22948114.2903748,2022Q1
2022-02-01,Abidjan,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN  VERMICELLI    500G SACHET,500G,SACHET,313.5,0.0,0.0,2022Q1
2022-02-01,Abidjan,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN 1.1 SPAGHETTI    200G SACHET,200G,SACHET,113.99999999999999,31789.451999999997,13278154.1841916,2022Q1
2022-02-01,Abidjan,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN 1.5 SPAGHETTI    200G SACHET,200G,SACHET,113.99999999999999,36972.798,15443070.626811402,2022Q1
2022-02-01,Abidjan,Open_Market,PASTA,DRY PASTA,CAPRA,ALYSSA,ALYSSA  SPAGHETTI    200G SACHET,200G,SACHET,108.3,12387.559,5085095.3246972,2022Q1
2022-02-01,Abidjan,Open_Market,PASTA,DRY PASTA,CAPRA,BLE D'OR,BLE D'OR      200G SACHET,200G,SACHET,92.62499999999999,15522.817,4934267.5758232,2022Q1
2022-02-01,Abidjan,Open_Market,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN     SUPERIOR QUALITY FOOD PASTA 200G SACHET,200G,SACHET,113.99999999999999,8009.487,3345464.8139112005,2022Q1
2022-02-01,Abidjan,Open_Market,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN  COQUILLETTES    200G SACHET,200G,SACHET,111.14999999999999,25089.912999999997,10479769.294740401,2022Q1
2022-02-01,Abidjan,Open_Market,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN  SPAGHETTI    200G SACHET,200G,SACHET,113.99999999999999,8491.949999999999,3546998.8380052,2022Q1
2022-02-01,Abidjan,Open_Market,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN  VERMICELLI    200G SACHET,200G,SACHET,110.83333333333336,127861.87999999999,52439153.271545395,2022Q1
2022-02-01,Abidjan,Open_Market,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN 1.1 SPAGHETTI    200G SACHET,200G,SACHET,112.41666666666664,64075.72899999999,26647836.435228605,2022Q1
2022-02-01,Abidjan,Open_Market,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN 1.5 SPAGHETTI    200G SACHET,200G,SACHET,113.99999999999999,200333.367,83676927.1107464,2022Q1
2022-02-01,Abidjan,Open_Market,PASTA,DRY PASTA,GOYMEN FOODS,PASTA AROMA,PASTA AROMA      200G SACHET,200G,SACHET,92.62499999999999,0.0,0.0,2022Q1
2022-02-01,Abidjan,Open_Market,PASTA,DRY PASTA,GOYMEN FOODS,PASTA MONDO,PASTA MONDO  SPAGHETTI    200G SACHET,200G,SACHET,71.25,0.0,0.0,2022Q1
2022-02-01,Bouake,Boutique,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN     SUPERIOR QUALITY FOOD PASTA 200G SACHET,200G,SACHET,113.99999999999999,385.102,160866.6748,2022Q1
2022-02-01,Bouake,Boutique,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN  SPAGHETTI    4540G BAG,4540G,BAG,2109.0,12239.597,4166446.8773200004,2022Q1
2022-02-01,Bouake,Boutique,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN  VERMICELLI    200G SACHET,200G,SACHET,105.44999999999999,5700.044,2380826.7870400003,2022Q1
2022-02-01,Bouake,Boutique,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN 1.1 SPAGHETTI    200G SACHET,200G,SACHET,113.99999999999999,15174.287999999999,6338146.987120001,2022Q1
2022-02-01,Bouake,Boutique,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN 1.5 SPAGHETTI    200G SACHET,200G,SACHET,113.99999999999999,11553.894999999999,4826000.244,2022Q1
2022-02-01,Bouake,Boutique,PASTA,DRY PASTA,DOUBA,DOUBA,DOUBA      500G SACHET,500G,SACHET,285.0,7331.467000000001,3062240.3807062004,2022Q1
2022-02-01,Bouake,Groceries,PASTA,DRY PASTA,CAPRA,BLE D'OR,BLE D'OR  SPAGHETTI    200G SACHET,200G,SACHET,113.99999999999999,375.082,156680.61170280003,2022Q1
2022-02-01,Bouake,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN     SUPERIOR QUALITY FOOD PASTA 200G SACHET,200G,SACHET,113.99999999999999,55.444,23185.601814,2022Q1
2022-02-01,Bouake,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN  COQUILLETTES    200G SACHET,200G,SACHET,110.43749999999999,832.662,342953.6603656,2022Q1
2022-02-01,Bouake,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN  SPAGHETTI    200G SACHET,200G,SACHET,113.99999999999999,147.962,61828.264528600004,2022Q1
2022-02-01,Bouake,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN  SPAGHETTI    4540G BAG,4540G,BAG,2109.0,3780.0449999999996,1286800.7890706,2022Q1
2022-02-01,Bouake,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN  VERMICELLI    200G SACHET,200G,SACHET,113.04999999999997,3867.2189999999996,1613331.3165618,2022Q1
2022-02-01,Bouake,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN  VERMICELLI   SUPERIOR QUALITY FOOD PASTA 4540G BAG,4540G,BAG,2109.0,1260.0149999999999,428933.59170660004,2022Q1
2022-02-01,Bouake,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN 1.1 SPAGHETTI    200G SACHET,200G,SACHET,113.99999999999999,4255.8279999999995,1777562.6453058003,2022Q1
2022-02-01,Bouake,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN 1.5 SPAGHETTI    200G SACHET,200G,SACHET,113.04999999999997,9122.207999999999,3810166.8896394004,2022Q1
2022-02-01,Bouake,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN 1.5 SPAGHETTI    500G SACHET,500G,SACHET,285.0,925.18,386426.662023,2022Q1
2022-02-01,Bouake,Groceries,PASTA,DRY PASTA,DOUBA,DOUBA,DOUBA      500G SACHET,500G,SACHET,285.0,3646.6119999999996,1523143.9215964002,2022Q1
2022-02-01,Bouake,Groceries,PASTA,DRY PASTA,PANZANI,PANZANI,PANZANI GOLD SPAGHETTI   QUALITY 250G SACHET,250G,SACHET,216.6,245.323,155724.9400504,2022Q1
2022-02-01,Bouake,Groceries,PASTA,DRY PASTA,PASTA DOUBA,PASTA DOUBA,PASTA DOUBA  SPAGHETTI    500G SACHET,500G,SACHET,227.99999999999997,3172.833,1060201.6765096001,2022Q1
2022-02-01,Bouake,Open_Market,PASTA,DRY PASTA,CAPRA,ALYSSA,ALYSSA  SPAGHETTI    200G SACHET,200G,SACHET,113.99999999999999,0.0,0.0,2022Q1
2022-02-01,Bouake,Open_Market,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN  COQUILLETTES    200G SACHET,200G,SACHET,109.25000000000001,4648.111,1880837.3555052,2022Q1
2022-02-01,Bouake,Open_Market,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN  VERMICELLI    200G SACHET,200G,SACHET,113.99999999999999,8599.163999999999,3591792.6246772,2022Q1
2022-02-01,Bouake,Open_Market,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN 1.1 SPAGHETTI    200G SACHET,200G,SACHET,113.99999999999999,2091.5080000000003,873679.2921738001,2022Q1
2022-02-01,Bouake,Open_Market,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN 1.5 SPAGHETTI    200G SACHET,200G,SACHET,113.99999999999999,6507.489,2718113.3464542003,2022Q1
2022-02-01,Bouake,Open_Market,PASTA,DRY PASTA,DOUBA,DOUBA,DOUBA      500G SACHET,500G,SACHET,285.0,10270.5,4289902.8496764,2022Q1
2022-03-01,Abidjan,Boutique,PASTA,DRY PASTA,CAPRA,ALYSSA,ALYSSA  SPAGHETTI    200G SACHET,200G,SACHET,111.96428571428568,56537.18199999999,22400861.759641804,2022Q1
2022-03-01,Abidjan,Boutique,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN  COQUILLETTES    200G SACHET,200G,SACHET,113.99999999999999,11523.668,4813358.084843201,2022Q1
2022-03-01,Abidjan,Boutique,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN  MACARONI    200G SACHET,200G,SACHET,113.99999999999999,12773.329000000002,5335288.4696684005,2022Q1
2022-03-01,Abidjan,Boutique,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN  SPAGHETTI    200G SACHET,200G,SACHET,113.99999999999999,135855.669,56745432.3166296,2022Q1
2022-03-01,Abidjan,Boutique,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN  VERMICELLI    200G SACHET,200G,SACHET,113.99999999999999,65532.636999999995,27372349.567636203,2022Q1
2022-03-01,Abidjan,Boutique,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN 1.1 SPAGHETTI    200G SACHET,200G,SACHET,113.99999999999999,22978.197999999997,9597720.031770801,2022Q1
2022-03-01,Abidjan,Boutique,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN 1.5 SPAGHETTI    200G SACHET,200G,SACHET,113.99999999999999,215550.574,90032993.03551681,2022Q1
2022-03-01,Abidjan,Groceries,PASTA,DRY PASTA,CAPRA,ALYSSA,ALYSSA  SPAGHETTI    200G SACHET,200G,SACHET,99.74999999999999,24555.179,9935891.0858558,2022Q1
2022-03-01,Abidjan,Groceries,PASTA,DRY PASTA,CAPRA,BLE D'OR,BLE D'OR      200G SACHET,200G,SACHET,99.74999999999999,97409.764,35601078.962585405,2022Q1
2022-03-01,Abidjan,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN     SUPERIOR QUALITY FOOD PASTA 200G SACHET,200G,SACHET,113.99999999999999,8302.571999999998,3467928.0612904,2022Q1
2022-03-01,Abidjan,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN  MACARONI    200G SACHET,200G,SACHET,113.99999999999999,31942.256999999998,13341889.913702602,2022Q1
2022-03-01,Abidjan,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN  SPAGHETTI    200G SACHET,200G,SACHET,113.99999999999999,44050.258,18399285.0112224,2022Q1
2022-03-01,Abidjan,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN  SPAGHETTI    450G SACHET,450G,SACHET,285.0,27387.331999999995,11439346.048101,2022Q1
