period,city,channel,category,segment,manufacturer,brand,item_name,pack_size,packaging,unit_price,sales_volume,sales_value,quarter
2021-07-01,Bouake,Boutique,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN     SUPERIOR QUALITY FOOD PASTA 200G SACHET,200G,SACHET,99.74999999999999,4420.156,1615437.3223544,2021Q3
2021-07-01,Bouake,Boutique,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN  COQUILLETTES    4540G BAG,4540G,BAG,1709.9999999999998,5574.126,1538511.7322540001,2021Q3
2021-07-01,Bouake,Boutique,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN  SPAGHETTI    4540G BAG,4540G,BAG,1709.9999999999998,8361.356,2307767.6053564004,2021Q3
2021-07-01,Bouake,Boutique,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN  VERMICELLI    200G SACHET,200G,SACHET,94.05,6016.175,2083401.2974092,2021Q3
2021-07-01,Bouake,Boutique,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN  VERMICELLI   SUPERIOR QUALITY FOOD PASTA 4540G BAG,4540G,BAG,1709.9999999999998,5574.126,1538511.7322540001,2021Q3
2021-07-01,Bouake,Boutique,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN 1.1 SPAGHETTI    200G SACHET,200G,SACHET,99.74999999999999,8348.831,3051381.6081166,2021Q3
2021-07-01,Bouake,Boutique,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN 1.5 SPAGHETTI    200G SACHET,200G,SACHET,99.74999999999999,6998.636,2557775.7627196005,2021Q3
2021-07-01,Bouake,Boutique,PASTA,DRY PASTA,DOUBA,DOUBA,DOUBA      500G SACHET,500G,SACHET,285.0,7432.167999999999,3104332.0160000003,2021Q3
2021-07-01,Bouake,Groceries,PASTA,DRY PASTA,CAPRA,ALYSSA,ALYSSA  SPAGHETTI    200G SACHET,200G,SACHET,99.74999999999999,5062.605,1850259.2317466002,2021Q3
2021-07-01,Bouake,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN     SUPERIOR QUALITY FOOD PASTA 200G SACHET,200G,SACHET,99.74999999999999,359.885,131555.4022632,2021Q3
2021-07-01,Bouake,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN  COQUILLETTES    200G SACHET,200G,SACHET,99.86399999999999,1418.665,520074.99817920005,2021Q3
2021-07-01,Bouake,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN  SPAGHETTI    200G SACHET,200G,SACHET,99.74999999999999,762.1879999999999,278587.9127266,2021Q3
2021-07-01,Bouake,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN  SPAGHETTI    4540G BAG,4540G,BAG,1766.9999999999998,5287.053,1468114.0911698001,2021Q3
2021-07-01,Bouake,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN  VERMICELLI    200G SACHET,200G,SACHET,98.94529411764708,6330.636,2310731.9829468,2021Q3
2021-07-01,Bouake,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN  VERMICELLI   SUPERIOR QUALITY FOOD PASTA 4540G BAG,4540G,BAG,1823.9999999999998,480.626,141504.9733152,2021Q3
2021-07-01,Bouake,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN 1.1 SPAGHETTI    200G SACHET,200G,SACHET,99.74999999999999,4298.246,1570926.2974722001,2021Q3
2021-07-01,Bouake,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN 1.5 SPAGHETTI    200G SACHET,200G,SACHET,100.64062499999999,9549.393999999998,3492298.5045484,2021Q3
2021-07-01,Bouake,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN 1.5 SPAGHETTI    500G SACHET,500G,SACHET,285.0,52.939,22110.1485928,2021Q3
2021-07-01,Bouake,Groceries,PASTA,DRY PASTA,DOUBA,DOUBA,DOUBA      500G SACHET,500G,SACHET,285.0,3646.6119999999996,1523116.2292584002,2021Q3
2021-07-01,Bouake,Groceries,PASTA,DRY PASTA,PAGANINI,PAGANINI,PAGANINI  SPAGHETTI    200G SACHET,200G,SACHET,99.74999999999999,0.0,0.0,2021Q3
2021-07-01,Bouake,Groceries,PASTA,DRY PASTA,PANZANI,PANZANI,PANZANI  CAPELLINI    500G SACHET,500G,SACHET,484.49999999999994,0.0,0.0,2021Q3
2021-07-01,Bouake,Groceries,PASTA,DRY PASTA,PANZANI,PANZANI,PANZANI  TORTI  WITH TOMATO & SPINACH  500G BAG,500G,BAG,854.9999999999999,0.0,0.0,2021Q3
2021-07-01,Bouake,Groceries,PASTA,DRY PASTA,PANZANI,PANZANI,PANZANI GOLD SPAGHETTI   QUALITY 250G SACHET,250G,SACHET,199.49999999999997,249.498,145857.811251,2021Q3
2021-07-01,Bouake,Groceries,PASTA,DRY PASTA,PASTA DOUBA,PASTA DOUBA,PASTA DOUBA  SPAGHETTI    500G SACHET,500G,SACHET,256.5,0.0,0.0,2021Q3
2021-07-01,Bouake,Open_Market,PASTA,DRY PASTA,CAPRA,ALYSSA,ALYSSA  SPAGHETTI    200G SACHET,200G,SACHET,95.00000000000001,9067.765999999998,2878483.386725,2021Q3
2021-07-01,Bouake,Open_Market,PASTA,DRY PASTA,CAPRA,BLE D'OR,BLE D'OR  SPAGHETTI    200G SACHET,200G,SACHET,92.62499999999999,932.5279999999999,292151.201355,2021Q3
2021-07-01,Bouake,Open_Market,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN  COQUILLETTES    200G SACHET,200G,SACHET,95.00000000000001,2530.0499999999997,911432.375151,2021Q3
2021-07-01,Bouake,Open_Market,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN  VERMICELLI    200G SACHET,200G,SACHET,99.74999999999999,8601.669000000002,3143781.2302658,2021Q3
2021-07-01,Bouake,Open_Market,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN 1.1 SPAGHETTI    200G SACHET,200G,SACHET,99.74999999999999,5692.361999999999,2080443.4557686,2021Q3
2021-07-01,Bouake,Open_Market,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN 1.5 SPAGHETTI    200G SACHET,200G,SACHET,99.83142857142855,14167.779,5177992.620710201,2021Q3
2021-07-01,Bouake,Open_Market,PASTA,DRY PASTA,DOUBA,DOUBA,DOUBA      500G SACHET,500G,SACHET,285.0,10270.667,4289878.317194601,2021Q3
2021-08-01,Abidjan,Boutique,PASTA,DRY PASTA,CAPRA,ALYSSA,ALYSSA  SPAGHETTI    200G SACHET,200G,SACHET,85.49999999999999,59567.56399999999,18660575.2014718,2021Q3
2021-08-01,Abidjan,Boutique,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN     SUPERIOR QUALITY FOOD PASTA 200G SACHET,200G,SACHET,99.74999999999999,1715.424,626949.7541710001,2021Q3
2021-08-01,Abidjan,Boutique,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN  COQUILLETTES    200G SACHET,200G,SACHET,99.74999999999999,11321.932,4137868.3984548002,2021Q3
2021-08-01,Abidjan,Boutique,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN  MACARONI    200G SACHET,200G,SACHET,99.74999999999999,22071.721999999998,8066753.5548198,2021Q3
2021-08-01,Abidjan,Boutique,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN  SPAGHETTI    200G SACHET,200G,SACHET,99.74999999999999,59925.445,21901444.8549882,2021Q3
2021-08-01,Abidjan,Boutique,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN  VERMICELLI    200G SACHET,200G,SACHET,98.65384615384616,74735.33899999999,27111098.7883968,2021Q3
2021-08-01,Abidjan,Boutique,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN 1.1 SPAGHETTI    200G SACHET,200G,SACHET,99.74999999999999,115219.312,42110125.370227,2021Q3
2021-08-01,Abidjan,Boutique,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN 1.5 SPAGHETTI    200G SACHET,200G,SACHET,99.10227272727275,238043.637,86835526.88077222,2021Q3
2021-08-01,Abidjan,Boutique,PASTA,DRY PASTA,TAT MAKARNACILIK SANAYI VE TICARET AS,TAT MAKARNA,TAT MAKARNA  SPAGHETTI    500G SACHET,500G,SACHET,199.49999999999997,3138.264,917572.0176,2021Q3
2021-08-01,Abidjan,Groceries,PASTA,DRY PASTA,CAPRA,ALYSSA,ALYSSA  SPAGHETTI    200G SACHET,200G,SACHET,85.49999999999999,26413.889,8274584.3561986005,2021Q3
2021-08-01,Abidjan,Groceries,PASTA,DRY PASTA,CAPRA,BLE D'OR,BLE D'OR      200G SACHET,200G,SACHET,71.25,97411.09999999999,25429708.556813605,2021Q3
2021-08-01,Abidjan,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN     SUPERIOR QUALITY FOOD PASTA 200G SACHET,200G,SACHET,99.74999999999999,30427.233,11120474.237769201,2021Q3
2021-08-01,Abidjan,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN  COQUILLETTES    200G SACHET,200G,SACHET,99.74999999999999,2314.119,845782.5470522001,2021Q3
2021-08-01,Abidjan,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN  COQUILLETTES    4540G BAG,4540G,BAG,99.74999999999999,5836.817,93975.83933640001,2021Q3
2021-08-01,Abidjan,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN  MACARONI    200G SACHET,200G,SACHET,102.6,81853.71399999999,30676398.7601692,2021Q3
2021-08-01,Abidjan,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN  SPAGHETTI    200G SACHET,200G,SACHET,102.6,69596.916,26334715.019099604,2021Q3
2021-08-01,Abidjan,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN  SPAGHETTI    450G SACHET,450G,SACHET,256.5,19713.347999999998,7410666.1318672,2021Q3
2021-08-01,Abidjan,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN  SPAGHETTI    475G SACHET,475G,SACHET,99.74999999999999,1017.865,156626.398894,2021Q3
2021-08-01,Abidjan,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN  SPAGHETTI    500G SACHET,500G,SACHET,256.5,17784.999,6685709.663961801,2021Q3
2021-08-01,Abidjan,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN  VERMICELLI    200G SACHET,200G,SACHET,99.74999999999999,6856.852999999999,2506022.3613778,2021Q3
2021-08-01,Abidjan,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN  VERMICELLI    500G SACHET,500G,SACHET,256.5,9856.673999999999,3705333.0659336,2021Q3
2021-08-01,Abidjan,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN 1.1 SPAGHETTI    200G SACHET,200G,SACHET,102.6,27170.399,10470698.442728,2021Q3
2021-08-01,Abidjan,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN 1.5 SPAGHETTI    200G SACHET,200G,SACHET,99.74999999999999,21856.292,7987946.2808154,2021Q3
2021-08-01,Abidjan,Open_Market,PASTA,DRY PASTA,CAPRA,ALYSSA,ALYSSA  SPAGHETTI    200G SACHET,200G,SACHET,87.5357142857143,16339.279999999999,5136918.0405888,2021Q3
2021-08-01,Abidjan,Open_Market,PASTA,DRY PASTA,CAPRA,BLE D'OR,BLE D'OR      200G SACHET,200G,SACHET,85.49999999999999,12123.866,3798042.7097358,2021Q3
2021-08-01,Abidjan,Open_Market,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN     SUPERIOR QUALITY FOOD PASTA 200G SACHET,200G,SACHET,95.00000000000001,2948.051,923529.3788962001,2021Q3
2021-08-01,Abidjan,Open_Market,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN  COQUILLETTES    200G SACHET,200G,SACHET,99.74999999999999,12596.309000000001,4603654.0188682005,2021Q3
2021-08-01,Abidjan,Open_Market,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN  SPAGHETTI    200G SACHET,200G,SACHET,96.18749999999999,42076.986,15378163.392821202,2021Q3
2021-08-01,Abidjan,Open_Market,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN  VERMICELLI    200G SACHET,200G,SACHET,96.58333333333337,48643.092,17407129.456850603,2021Q3
2021-08-01,Abidjan,Open_Market,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN  VERMICELLI    500G SACHET,500G,SACHET,256.5,1507.509,566711.211204,2021Q3
2021-08-01,Abidjan,Open_Market,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN 1.1 SPAGHETTI    200G SACHET,200G,SACHET,99.74999999999999,107671.413,39351446.7873594,2021Q3
2021-08-01,Abidjan,Open_Market,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN 1.5 SPAGHETTI    200G SACHET,200G,SACHET,99.74999999999999,218424.644,79829319.55234501,2021Q3
2021-08-01,Abidjan,Open_Market,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN 1.5 SPAGHETTI    500G SACHET,500G,SACHET,170.99999999999997,0.0,0.0,2021Q3
2021-08-01,Abidjan,Open_Market,PASTA,DRY PASTA,GOYMEN FOODS,MONDO,MONDO  SPAGHETTI    500G SACHET,500G,SACHET,285.0,0.0,0.0,2021Q3
2021-08-01,Abidjan,Open_Market,PASTA,DRY PASTA,GOYMEN FOODS,PASTA AROMA,PASTA AROMA      200G SACHET,200G,SACHET,85.49999999999999,13668.783,3620627.1146732005,2021Q3
2021-08-01,Abidjan,Open_Market,PASTA,DRY PASTA,MR COOK,BONJOURNE,BONJOURNE  SPAGHETTI    500G SACHET,500G,SACHET,199.49999999999997,0.0,0.0,2021Q3
2021-08-01,Bouake,Boutique,PASTA,DRY PASTA,CAPRA,ALYSSA,ALYSSA  SPAGHETTI    200G SACHET,200G,SACHET,96.18749999999999,18518.296,5801139.7425466,2021Q3
2021-08-01,Bouake,Boutique,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN     SUPERIOR QUALITY FOOD PASTA 200G SACHET,200G,SACHET,99.74999999999999,1194.551,436603.713645,2021Q3
2021-08-01,Bouake,Boutique,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN  COQUILLETTES    4540G BAG,4540G,BAG,1709.9999999999998,3873.8989999999994,1069233.5778884,2021Q3
2021-08-01,Bouake,Boutique,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN  SPAGHETTI    4540G BAG,4540G,BAG,1709.9999999999998,7747.964999999999,2138467.1557768,2021Q3
2021-08-01,Bouake,Boutique,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN  VERMICELLI    200G SACHET,200G,SACHET,94.05,8447.527999999998,2900296.0833356003,2021Q3
2021-08-01,Bouake,Boutique,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN  VERMICELLI   SUPERIOR QUALITY FOOD PASTA 4540G BAG,4540G,BAG,1709.9999999999998,3873.8989999999994,1069233.5778884,2021Q3
2021-08-01,Bouake,Boutique,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN 1.1 SPAGHETTI    200G SACHET,200G,SACHET,99.84500000000001,9812.752999999999,3593872.2634578003,2021Q3
2021-08-01,Bouake,Boutique,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN 1.5 SPAGHETTI    200G SACHET,200G,SACHET,99.74999999999999,8020.842999999999,2931482.0574010005,2021Q3
2021-08-01,Bouake,Boutique,PASTA,DRY PASTA,DOUBA,DOUBA,DOUBA      500G SACHET,500G,SACHET,285.0,7214.4,3013400.4295594003,2021Q3
2021-08-01,Bouake,Groceries,PASTA,DRY PASTA,CAPRA,ALYSSA,ALYSSA  SPAGHETTI    200G SACHET,200G,SACHET,99.74999999999999,5062.605,1850259.2317466002,2021Q3
2021-08-01,Bouake,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN     SUPERIOR QUALITY FOOD PASTA 200G SACHET,200G,SACHET,99.74999999999999,641.6139999999999,234454.72433620004,2021Q3
2021-08-01,Bouake,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN  COQUILLETTES    200G SACHET,200G,SACHET,99.978,1552.2649999999999,568612.1262858,2021Q3
2021-08-01,Bouake,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN  SPAGHETTI    200G SACHET,200G,SACHET,99.74999999999999,248.32899999999998,90756.6643348,2021Q3
2021-08-01,Bouake,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN  SPAGHETTI    4540G BAG,4540G,BAG,1766.9999999999998,1879.084,544539.9999596,2021Q3
2021-08-01,Bouake,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN  VERMICELLI    200G SACHET,200G,SACHET,98.94529411764708,4945.871999999999,1790931.5713886,2021Q3
2021-08-01,Bouake,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN  VERMICELLI   SUPERIOR QUALITY FOOD PASTA 4540G BAG,4540G,BAG,1823.9999999999998,1409.3129999999999,414887.619349,2021Q3
2021-08-01,Bouake,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN 1.1 SPAGHETTI    200G SACHET,200G,SACHET,99.74999999999999,4614.711,1686561.3885700002,2021Q3
2021-08-01,Bouake,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN 1.5 SPAGHETTI    200G SACHET,200G,SACHET,100.64062499999999,11298.552,4148876.2074408,2021Q3
2021-08-01,Bouake,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN 1.5 SPAGHETTI    500G SACHET,500G,SACHET,285.0,569.136,237696.032282,2021Q3
2021-08-01,Bouake,Groceries,PASTA,DRY PASTA,DOUBA,DOUBA,DOUBA      500G SACHET,500G,SACHET,285.0,0.0,0.0,2021Q3
2021-08-01,Bouake,Groceries,PASTA,DRY PASTA,PAGANINI,PAGANINI,PAGANINI  SPAGHETTI    200G SACHET,200G,SACHET,99.74999999999999,0.0,0.0,2021Q3
2021-08-01,Bouake,Groceries,PASTA,DRY PASTA,PANZANI,PANZANI,PANZANI  CAPELLINI    500G SACHET,500G,SACHET,484.49999999999994,0.0,0.0,2021Q3
2021-08-01,Bouake,Groceries,PASTA,DRY PASTA,PANZANI,PANZANI,PANZANI  TORTI  WITH TOMATO & SPINACH  500G BAG,500G,BAG,854.9999999999999,0.0,0.0,2021Q3
2021-08-01,Bouake,Groceries,PASTA,DRY PASTA,PANZANI,PANZANI,PANZANI GOLD SPAGHETTI   QUALITY 250G SACHET,250G,SACHET,199.49999999999997,249.498,145857.811251,2021Q3
2021-08-01,Bouake,Groceries,PASTA,DRY PASTA,PASTA DOUBA,PASTA DOUBA,PASTA DOUBA  SPAGHETTI    500G SACHET,500G,SACHET,256.5,3172.833,1325227.99563,2021Q3
2021-08-01,Bouake,Open_Market,PASTA,DRY PASTA,CAPRA,ALYSSA,ALYSSA  SPAGHETTI    200G SACHET,200G,SACHET,95.00000000000001,9067.599,2902360.9691452,2021Q3
2021-08-01,Bouake,Open_Market,PASTA,DRY PASTA,CAPRA,BLE D'OR,BLE D'OR  SPAGHETTI    200G SACHET,200G,SACHET,92.62499999999999,932.5279999999999,292151.201355,2021Q3
2021-08-01,Bouake,Open_Market,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN  COQUILLETTES    200G SACHET,200G,SACHET,95.00000000000001,2897.951,1030765.1676412001,2021Q3
2021-08-01,Bouake,Open_Market,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN  VERMICELLI    200G SACHET,200G,SACHET,99.74999999999999,6520.514999999999,2383053.4114494002,2021Q3
2021-08-01,Bouake,Open_Market,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN 1.1 SPAGHETTI    200G SACHET,200G,SACHET,99.74999999999999,4528.038,1654898.2064644,2021Q3
2021-08-01,Bouake,Open_Market,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN 1.5 SPAGHETTI    200G SACHET,200G,SACHET,99.91285714285715,11410.442000000001,4175260.9020798,2021Q3
2021-08-01,Bouake,Open_Market,PASTA,DRY PASTA,DOUBA,DOUBA,DOUBA      500G SACHET,500G,SACHET,285.0,10270.5,4289878.317194601,2021Q3
2021-09-01,Abidjan,Boutique,PASTA,DRY PASTA,CAPRA,ALYSSA,ALYSSA  SPAGHETTI    200G SACHET,200G,SACHET,85.49999999999999,56534.176,17710276.350921802,2021Q3
2021-09-01,Abidjan,Boutique,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN     SUPERIOR QUALITY FOOD PASTA 200G SACHET,200G,SACHET,99.74999999999999,0.0,0.0,2021Q3
2021-09-01,Abidjan,Boutique,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN  COQUILLETTES    200G SACHET,200G,SACHET,99.74999999999999,8037.877,2937699.12679,2021Q3
2021-09-01,Abidjan,Boutique,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN  MACARONI    200G SACHET,200G,SACHET,99.74999999999999,16177.123,5912350.4420554,2021Q3
2021-09-01,Abidjan,Boutique,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN  SPAGHETTI    200G SACHET,200G,SACHET,99.74999999999999,61877.17399999999,22614740.4351072,2021Q3
2021-09-01,Abidjan,Boutique,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN  VERMICELLI    200G SACHET,200G,SACHET,98.65384615384616,60562.717,21838744.428296,2021Q3
2021-09-01,Abidjan,Boutique,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN 1.1 SPAGHETTI    200G SACHET,200G,SACHET,99.74999999999999,100146.393,36601144.4391968,2021Q3
2021-09-01,Abidjan,Boutique,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN 1.5 SPAGHETTI    200G SACHET,200G,SACHET,99.07142857142856,244879.94900000002,89368872.12111361,2021Q3
2021-09-01,Abidjan,Boutique,PASTA,DRY PASTA,TAT MAKARNACILIK SANAYI VE TICARET AS,TAT MAKARNA,TAT MAKARNA  SPAGHETTI    500G SACHET,500G,SACHET,199.49999999999997,2824.471,825814.81584,2021Q3
2021-09-01,Abidjan,Groceries,PASTA,DRY PASTA,CAPRA,ALYSSA,ALYSSA  SPAGHETTI    200G SACHET,200G,SACHET,85.49999999999999,32589.883,10209343.66725,2021Q3
2021-09-01,Abidjan,Groceries,PASTA,DRY PASTA,CAPRA,BLE D'OR,BLE D'OR      200G SACHET,200G,SACHET,71.25,97411.09999999999,25429708.556813605,2021Q3
2021-09-01,Abidjan,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN     SUPERIOR QUALITY FOOD PASTA 200G SACHET,200G,SACHET,99.74999999999999,39373.924,14390258.905299202,2021Q3
2021-09-01,Abidjan,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN  COQUILLETTES    200G SACHET,200G,SACHET,99.74999999999999,96.526,35270.245150400006,2021Q3
2021-09-01,Abidjan,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN  COQUILLETTES    4540G BAG,4540G,BAG,99.74999999999999,0.0,0.0,2021Q3
2021-09-01,Abidjan,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN  MACARONI    200G SACHET,200G,SACHET,102.6,93223.40799999998,34929632.6435364,2021Q3
2021-09-01,Abidjan,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN  SPAGHETTI    200G SACHET,200G,SACHET,102.6,79809.3,30099624.8787776,2021Q3
2021-09-01,Abidjan,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN  SPAGHETTI    450G SACHET,450G,SACHET,256.5,723.7779999999999,272084.7263804,2021Q3
2021-09-01,Abidjan,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN  SPAGHETTI    475G SACHET,475G,SACHET,99.74999999999999,0.0,0.0,2021Q3
2021-09-01,Abidjan,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN  SPAGHETTI    500G SACHET,500G,SACHET,256.5,6755.317,2539457.4555176003,2021Q3
2021-09-01,Abidjan,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN  VERMICELLI    200G SACHET,200G,SACHET,99.74999999999999,14668.612,5361076.8443368,2021Q3
2021-09-01,Abidjan,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN  VERMICELLI    500G SACHET,500G,SACHET,256.5,1930.019,725559.274998,2021Q3
2021-09-01,Abidjan,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN 1.1 SPAGHETTI    200G SACHET,200G,SACHET,101.175,39663.50199999999,15205505.3623532,2021Q3
2021-09-01,Abidjan,Groceries,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN 1.5 SPAGHETTI    200G SACHET,200G,SACHET,99.74999999999999,28951.286999999997,10581072.728998201,2021Q3
2021-09-01,Abidjan,Open_Market,PASTA,DRY PASTA,CAPRA,ALYSSA,ALYSSA  SPAGHETTI    200G SACHET,200G,SACHET,87.28124999999999,16339.279999999999,5130069.369656,2021Q3
2021-09-01,Abidjan,Open_Market,PASTA,DRY PASTA,CAPRA,BLE D'OR,BLE D'OR      200G SACHET,200G,SACHET,85.49999999999999,14818.077,4642052.200788201,2021Q3
2021-09-01,Abidjan,Open_Market,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN     SUPERIOR QUALITY FOOD PASTA 200G SACHET,200G,SACHET,85.49999999999999,5032.044,1576392.7719688003,2021Q3
2021-09-01,Abidjan,Open_Market,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN  COQUILLETTES    200G SACHET,200G,SACHET,103.31249999999999,17584.766,6548093.0366964005,2021Q3
2021-09-01,Abidjan,Open_Market,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN  SPAGHETTI    200G SACHET,200G,SACHET,99.74999999999999,25271.274999999998,9236044.8093538,2021Q3
2021-09-01,Abidjan,Open_Market,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN  VERMICELLI    200G SACHET,200G,SACHET,96.89999999999999,57786.50899999999,20741402.283314202,2021Q3
2021-09-01,Abidjan,Open_Market,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN  VERMICELLI    500G SACHET,500G,SACHET,256.5,0.0,0.0,2021Q3
2021-09-01,Abidjan,Open_Market,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN 1.1 SPAGHETTI    200G SACHET,200G,SACHET,98.32499999999999,125029.059,45446883.831652805,2021Q3
2021-09-01,Abidjan,Open_Market,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN 1.5 SPAGHETTI    200G SACHET,200G,SACHET,99.74999999999999,203165.019,74252141.4329392,2021Q3
2021-09-01,Abidjan,Open_Market,PASTA,DRY PASTA,GOYMEN FOODS,MONDO,MONDO  SPAGHETTI    500G SACHET,500G,SACHET,285.0,0.0,0.0,2021Q3
2021-09-01,Abidjan,Open_Market,PASTA,DRY PASTA,GOYMEN FOODS,PASTA AROMA,PASTA AROMA      200G SACHET,200G,SACHET,85.49999999999999,13228.237,3488527.2684892006,2021Q3
2021-09-01,Abidjan,Open_Market,PASTA,DRY PASTA,MR COOK,BONJOURNE,BONJOURNE  SPAGHETTI    500G SACHET,500G,SACHET,199.49999999999997,0.0,0.0,2021Q3
2021-09-01,Bouake,Boutique,PASTA,DRY PASTA,CAPRA,ALYSSA,ALYSSA  SPAGHETTI    200G SACHET,200G,SACHET,92.62499999999999,0.0,0.0,2021Q3
2021-09-01,Bouake,Boutique,PASTA,DRY PASTA,CAPRA,MAMAN,MAMAN     SUPERIOR QUALITY FOOD PASTA 200G SACHET,200G,SACHET,99.74999999999999,594.52,217303.24112000002,2021Q3
